Position, Messreihe #1
Zeit ( s )	Position ( m )
75,0258	0,289
75,0508	0,289
75,0758	0,289
75,1008	0,289
75,1258	0,289
75,1508	0,289
75,1758	0,290
75,2008	0,290
75,2258	0,290
75,2508	0,291
75,2758	0,291
75,3008	0,292
75,3258	0,292
75,3509	0,293
75,3759	0,294
75,4009	0,294
75,4259	0,295
75,4509	0,296
75,4759	0,297
75,5009	0,297
75,5259	0,298
75,5509	0,299
75,5759	0,300
75,6009	0,300
75,6259	0,301
75,6509	0,302
75,6759	0,303
75,7009	0,304
75,7259	0,304
75,7509	0,305
75,7759	0,306
75,8009	0,306
75,8259	0,307
75,8509	0,308
75,8759	0,308
75,9009	0,309
75,9259	0,309
75,9509	0,310
75,9759	0,310
76,0009	0,311
76,0259	0,311
76,0509	0,312
76,0759	0,312
76,1009	0,313
76,1259	0,313
76,1509	0,313
76,1759	0,314
76,2009	0,314
76,2259	0,314
76,2509	0,314
76,2759	0,315
76,3009	0,315
76,3259	0,315
76,3509	0,316
76,3759	0,316
76,4009	0,316
76,4259	0,316
76,4509	0,317
76,4759	0,317
76,5009	0,317
76,5259	0,317
76,5509	0,318
76,5759	0,318
76,6009	0,318
76,6259	0,318
76,6509	0,319
76,6759	0,319
76,7009	0,319
76,7259	0,320
76,7509	0,320
76,7759	0,320
76,8009	0,320
76,8259	0,321
76,8509	0,321
76,8759	0,321
76,9009	0,321
76,9259	0,322
76,9509	0,322
76,9759	0,322
77,0009	0,322
77,0259	0,322
77,0509	0,322
77,0759	0,322
77,1009	0,322
77,1259	0,322
77,1509	0,322
77,1759	0,322
77,2009	0,322
77,2259	0,322
77,2509	0,322
77,2759	0,322
77,3009	0,321
77,3259	0,321
77,3509	0,320
77,3759	0,320
77,4009	0,319
77,4259	0,319
77,4509	0,318
77,4759	0,317
77,5009	0,316
77,5259	0,316
77,5509	0,315
77,5759	0,314
77,6009	0,313
77,6259	0,312
77,6509	0,311
77,6759	0,309
77,7009	0,308
77,7259	0,307
77,7509	0,306
77,7759	0,305
77,8009	0,303
77,8259	0,302
77,8509	0,301
77,8759	0,299
77,9009	0,298
77,9259	0,297
77,9509	0,295
77,9759	0,294
78,0009	0,293
78,0258	0,292
78,0508	0,291
78,0758	0,289
78,1008	0,288
78,1258	0,287
78,1508	0,286
78,1758	0,285
78,2008	0,285
78,2258	0,284
78,2508	0,283
78,2758	0,283
78,3008	0,282
78,3258	0,282
78,3508	0,282
78,3758	0,282
78,4008	0,282
78,4258	0,282
78,4508	0,282
78,4758	0,282
78,5008	0,283
78,5258	0,284
78,5508	0,284
78,5758	0,285
78,6008	0,286
78,6258	0,288
78,6508	0,289
78,6758	0,290
78,7008	0,292
78,7259	0,293
78,7509	0,295
78,7759	0,297
78,8009	0,299
78,8259	0,300
78,8509	0,303
78,8759	0,305
78,9009	0,307
78,9259	0,309
78,9509	0,311
78,9759	0,314
79,0009	0,316
79,0259	0,318
79,0509	0,321
79,0759	0,323
79,1009	0,325
79,1260	0,327
79,1510	0,330
79,1760	0,332
79,2010	0,334
79,2260	0,336
79,2510	0,338
79,2760	0,340
79,3010	0,342
79,3260	0,344
79,3510	0,345
79,3760	0,347
79,4010	0,350
79,4260	0,351
79,4510	0,352
79,4760	0,352
79,5010	0,353
79,5260	0,353
79,5510	0,354
79,5760	0,354
79,6010	0,353
79,6260	0,353
79,6510	0,353
79,6760	0,352
79,7010	0,351
79,7260	0,350
79,7510	0,348
79,7760	0,347
79,8010	0,344
79,8260	0,342
79,8510	0,340
79,8760	0,337
79,9010	0,335
79,9260	0,332
79,9510	0,330
79,9760	0,327
80,0009	0,324
80,0259	0,321
80,0509	0,318
80,0759	0,315
80,1009	0,312
80,1259	0,309
80,1509	0,305
80,1759	0,302
80,2009	0,299
80,2259	0,296
80,2509	0,293
80,2758	0,290
80,3008	0,287
80,3258	0,283
80,3508	0,281
80,3758	0,278
80,4008	0,275
80,4258	0,272
80,4508	0,270
80,4758	0,268
80,5008	0,265
80,5258	0,264
80,5508	0,262
80,5758	0,260
80,6008	0,259
80,6257	0,257
80,6507	0,257
80,6757	0,256
80,7007	0,255
80,7257	0,255
80,7507	0,255
80,7757	0,255
80,8007	0,256
80,8257	0,257
80,8507	0,258
80,8758	0,259
80,9008	0,260
80,9258	0,262
80,9508	0,264
80,9758	0,266
81,0008	0,268
81,0258	0,271
81,0508	0,274
81,0758	0,277
81,1008	0,280
81,1258	0,283
81,1508	0,287
81,1758	0,290
81,2009	0,294
81,2259	0,298
81,2509	0,302
81,2759	0,306
81,3009	0,310
81,3259	0,314
81,3509	0,318
81,3759	0,322
81,4009	0,326
81,4260	0,330
81,4510	0,334
81,4760	0,338
81,5010	0,341
81,5260	0,346
81,5510	0,351
81,5760	0,354
81,6010	0,357
81,6260	0,360
81,6511	0,363
81,6761	0,365
81,7011	0,368
81,7261	0,370
81,7511	0,372
81,7761	0,373
81,8011	0,375
81,8261	0,376
81,8511	0,376
81,8761	0,377
81,9011	0,377
81,9261	0,377
81,9511	0,377
81,9761	0,376
82,0011	0,375
82,0261	0,373
82,0511	0,372
82,0761	0,370
82,1011	0,368
82,1261	0,365
82,1511	0,362
82,1760	0,359
82,2010	0,356
82,2260	0,353
82,2510	0,349
82,2760	0,344
82,3010	0,340
82,3260	0,335
82,3510	0,331
82,3759	0,327
82,4009	0,322
82,4259	0,318
82,4509	0,313
82,4759	0,308
82,5009	0,304
82,5259	0,299
82,5509	0,294
82,5758	0,290
82,6008	0,285
82,6258	0,281
82,6508	0,277
82,6758	0,272
82,7008	0,268
82,7258	0,265
82,7508	0,261
82,7757	0,257
82,8007	0,254
82,8257	0,251
82,8507	0,248
82,8757	0,246
82,9007	0,244
82,9257	0,242
82,9507	0,240
82,9757	0,239
83,0007	0,238
83,0257	0,237
83,0507	0,237
83,0757	0,237
83,1007	0,237
83,1257	0,238
83,1507	0,238
83,1757	0,240
83,2007	0,241
83,2257	0,243
83,2507	0,245
83,2757	0,248
83,3007	0,251
83,3257	0,254
83,3507	0,257
83,3758	0,261
83,4008	0,265
83,4258	0,269
83,4508	0,273
83,4758	0,278
83,5008	0,282
83,5258	0,287
83,5508	0,292
83,5759	0,297
83,6009	0,302
